4687
0	2.20174356e+01	3.43418464e+00	1.46956861e+01	6.65784476e+00
1	2.55322431e-01	3.41364334e+01	7.60020947e+00	3.73070224e+01
2	6.53014140e+01	5.85764427e+01	6.07922566e+01	6.51845815e+01
3	1.16113677e+02	1.41035344e+01	1.16605924e+02	2.20883758e+01
4	1.93747602e+01	8.93866780e+01	2.72115728e+01	9.09942751e+01
5	1.34662451e+02	-2.55357328e-01	1.37173610e+02	7.34030460e+00
6	5.74662727e+01	8.50671373e+01	5.25181229e+01	9.13532978e+01
7	6.34148987e+01	8.20662809e+01	5.68042221e+01	8.65717170e+01
8	1.31099226e+02	6.82128064e+01	1.24829595e+02	7.31818844e+01
9	-8.59522939e+00	2.45956929e+01	-2.04387503e+00	2.91869625e+01
10	1.01663973e+02	9.79386634e+01	9.37441801e+01	9.90686520e+01
11	6.56656516e+01	5.17269290e+01	5.96119374e+01	5.69568949e+01
12	1.46264206e+02	1.85420838e+01	1.42867592e+02	2.57852194e+01
13	7.61396565e+01	4.12243294e+01	7.31238577e+01	4.86341173e+01
14	6.36145614e+01	4.49072169e+01	5.63055560e+01	4.81596683e+01
15	9.61312783e+01	2.68922487e+01	9.84319041e+01	3.45543060e+01
16	1.07199598e+02	7.77638537e+00	1.15199567e+02	7.79890589e+00
17	1.55201595e+02	4.36106071e+01	1.47262340e+02	4.45945928e+01
18	7.35120065e+01	4.44773269e+01	6.61539472e+01	4.76172256e+01
19	-3.13940454e+00	4.56890192e+01	3.64237795e+00	4.99325350e+01
20	-9.10045221e+00	1.20326139e+01	-1.92461056e+00	1.55691796e+01
21	2.92347314e+01	8.22002057e+01	2.35805076e+01	8.78596892e+01
22	3.08677107e+01	2.76457653e+01	2.91506298e+01	3.54593198e+01
23	5.55163351e+01	3.08249638e+00	4.81758277e+01	6.26321186e+00
24	1.35137576e+00	5.22480479e+01	5.94754322e+00	5.87959671e+01
25	6.78549459e+01	1.29283687e+00	6.15488444e+01	6.21554786e+00
26	1.16035954e+02	9.25300210e+01	1.09407583e+02	9.70093858e+01
27	-3.23446610e+00	4.38708932e+01	-8.08299971e+00	5.02342038e+01
28	-6.01353711e-02	2.09866707e+01	-2.00070137e-01	2.89854468e+01
29	5.80465794e+01	6.38196193e+01	6.00647533e+01	7.15608708e+01
30	1.26777675e+02	4.74665434e+01	1.32345998e+02	5.32105647e+01
31	1.46314641e+02	7.57008990e+01	1.46750960e+02	8.36889918e+01
32	8.22935183e+01	8.26793488e+01	7.44046761e+01	8.40083215e+01
33	2.91682810e+01	1.87987290e+01	3.46816470e+01	2.45955208e+01
34	1.06242400e+02	5.35099164e+01	1.00971221e+02	5.95277792e+01
35	1.19310696e+02	8.45448157e+01	1.11924776e+02	8.76186064e+01
36	4.84907714e+01	4.69483529e+01	5.64198259e+01	4.80114126e+01
37	1.25889085e+02	6.39114811e+01	1.30466807e+02	7.04723086e+01
38	8.13790329e+01	-9.08055147e-01	7.60073823e+01	5.02029786e+00
39	1.33650891e+02	4.25812869e+01	1.39669236e+02	4.78519148e+01
40	3.74370447e+01	6.64743466e+01	4.10774938e+01	7.35980487e+01
41	1.18471898e+02	1.51735249e+01	1.26080930e+02	1.76438750e+01
42	2.54938884e+01	-3.09067339e+00	2.74743959e+01	4.66030008e+00
43	3.50513580e+01	5.65284735e+01	2.94107989e+01	6.22015760e+01
44	1.40345299e+02	3.84142082e+01	1.35028176e+02	4.43915154e+01
45	1.07680739e+02	5.56455795e+01	1.00335962e+02	5.88164216e+01
46	8.36033241e+01	4.05946977e+01	8.77405099e+01	4.74418645e+01
47	6.62968188e+01	9.22658104e+01	6.11706516e+01	9.84076676e+01
48	3.70068024e+01	1.39593082e+01	4.40524350e+01	1.77486434e+01
49	7.79124030e+01	2.12250737e+01	7.07113419e+01	2.47100010e+01
50	-7.04399770e+00	2.79813402e+01	-4.32063597e+00	3.55035275e+01
51	1.51265731e+02	6.97022912e+01	1.44378098e+02	7.37717513e+01
52	9.51110807e+01	5.97580620e+01	8.74974631e+01	6.22142436e+01
53	4.05871664e+01	4.93003874e+01	4.84719641e+01	5.06531496e+01
54	7.60966472e+01	3.15635415e+01	7.74547069e+01	3.94474284e+01
55	3.25562227e+01	2.01907422e+01	3.71780470e+01	2.67205768e+01
56	6.57881857e+01	4.27930842e+01	7.37798316e+01	4.31585926e+01
57	8.48758129e+01	3.11943628e+00	7.69551735e+01	4.24347904e+00
58	1.08653814e+01	7.03294814e+01	1.20080919e+01	7.82474491e+01
59	1.13639847e+02	3.68036490e+01	1.05644227e+02	3.70683295e+01
60	5.39928537e+01	7.20379709e+00	6.19753899e+01	7.73211038e+00
61	6.71151771e+01	7.89208589e+00	6.05833694e+01	1.25111214e+01
62	7.34340623e+01	5.54602525e+01	8.00627067e+01	5.99392115e+01
63	1.58188699e+02	1.26906616e+01	1.50411382e+02	1.45650514e+01
64	1.20876245e+02	7.32569908e+01	1.26537827e+02	7.89091131e+01
65	3.58588796e+00	8.78596723e+01	-3.78611686e+00	9.09666878e+01
66	1.51027104e+02	3.51306751e+00	1.57239892e+02	8.55303487e+00
67	-3.82316298e+00	5.39152746e+01	-1.10008587e+01	5.74480759e+01
68	8.23301896e+01	5.76046912e+01	7.55149021e+01	6.17941848e+01
69	3.54129619e+01	7.35409823e+01	2.95236429e+01	7.89554002e+01
70	1.01142355e+02	3.11208821e+01	1.00615273e+02	3.91034997e+01
71	1.44782753e+02	4.21632997e+01	1.37505522e+02	4.54862348e+01
72	3.49870263e+01	1.35351408e+01	3.21705125e+01	2.10229476e+01
73	1.54449823e+02	2.67495020e+01	1.48313518e+02	3.18823149e+01
74	1.46233433e+02	1.09705440e+01	1.50927686e+02	1.74485064e+01
75	1.08647819e+02	1.95450689e+01	1.09376002e+02	2.75118594e+01
76	5.72554761e+01	6.74458726e+01	5.11246345e+01	7.25852094e+01
77	1.50855672e+02	4.61483372e+01	1.58854734e+02	4.62708910e+01
78	6.28440223e+01	2.89328824e+01	7.08440009e+01	2.89513925e+01
79	2.51211859e+01	3.81023676e+01	2.73716403e+01	4.57793106e+01
80	6.27593533e+01	3.88749304e+01	6.76770855e+01	4.51849153e+01
81	6.17446914e+00	7.26904975e+01	-7.73916244e-01	7.66553356e+01
82	1.09488690e+02	5.67631214e+01	1.17471505e+02	5.72872101e+01
83	1.09508623e+02	2.58618462e+01	1.14269605e+02	3.22909248e+01
84	1.11678311e+02	2.38334714e+00	1.14693609e+02	9.79333869e+00
85	8.32086721e+01	7.79509954e+01	9.09506035e+01	7.99665596e+01
86	1.54564878e+02	6.89470278e+01	1.60601979e+02	7.41961617e+01
87	6.05197890e+01	5.95102874e+00	5.51024111e+01	1.18376251e+01
88	1.48688687e+02	4.14327705e+01	1.40848766e+02	4.30251400e+01
89	1.36155655e+02	5.31485075e+01	1.40688004e+02	5.97407613e+01
90	1.42829432e+02	7.71837733e+01	1.41526437e+02	8.50769480e+01
91	6.77811912e+01	1.02279125e+01	7.16532504e+01	1.72284237e+01
92	6.89567059e+01	1.96485012e+01	7.68920598e+01	2.06634683e+01
93	7.00773862e+01	9.24119916e+01	7.79014197e+01	9.40806738e+01
94	1.28777322e+02	9.09471778e+01	1.35001767e+02	9.59727408e+01
95	1.18395498e+02	1.70408944e+01	1.10529729e+02	1.85002362e+01
96	2.03675935e+01	9.25480645e+01	2.83670438e+01	9.26418451e+01
97	9.60103380e+01	3.44851461e+01	9.05699321e+01	4.03504664e+01
